url	http_code	title	title_len	description	desc_len	hreflang_count	jsonld_count	canonical	og_image_present
https://pruviq.com/blog/support-resistance-guide/	200	Support and Resistance: The Foundation of Every Trading Strategy - PRUVIQ	73	How support and resistance actually work, methods to identify them, and why most traders draw them wrong. Practical guide for crypto.	133	3	2	https://pruviq.com/blog/support-resistance-guide/	yes
https://pruviq.com/blog/tp8-decision-process/	200	Take-Profit 6% to 8%: The Full Decision Process - PRUVIQ	56	10 expert agents analyzed our TP change. 7 said GO, 1 said WAIT, 2 had invalid methodology. Here's exactly how we made the call — with all the data.	148	3	2	https://pruviq.com/blog/tp8-decision-process/	yes
https://pruviq.com/blog/volume-analysis-crypto-trading/	200	Volume Analysis: The One Indicator Most Traders Ignore - PRUVIQ	63	Why volume matters more than price in crypto futures. How to use volume ratio, volume SMA, and volume z-score to filter real moves from fakeouts.	145	3	2	https://pruviq.com/blog/volume-analysis-crypto-trading/	yes
https://pruviq.com/blog/vwap-trading-guide/	200	VWAP: The Institutional Benchmark That Crypto Traders Overlook - PRUVIQ	71	What VWAP is, how institutions use it, and why it matters even in decentralized crypto markets. Practical guide with backtest context.	134	3	2	https://pruviq.com/blog/vwap-trading-guide/	yes
https://pruviq.com/blog/what-is-bb-squeeze/	200	What is Bollinger Band Squeeze? - PRUVIQ	40	A practical guide to detecting volatility compression and expansion in crypto futures. No hype, just mechanics.	111	3	2	https://pruviq.com/blog/what-is-bb-squeeze/	yes
https://pruviq.com/blog/why-backtests-lie/	200	Why Most Backtests Are Lies - PRUVIQ	36	Look-ahead bias, overfitting, and the gap between backtested +2000% and live -30%. How to spot fake results.	108	3	2	https://pruviq.com/blog/why-backtests-lie/	yes
https://pruviq.com/blog/why-pruviq/	200	Why PRUVIQ? The Name Behind the Philosophy - PRUVIQ	51	PRUVIQ was born from frustration with crypto's 'trust me bro' culture. The name is a challenge: Prove It. Here's how it started.	128	3	2	https://pruviq.com/blog/why-pruviq/	yes
https://pruviq.com/builder/	200	Strategy Builder - PRUVIQ	25	Build your own trading strategy with no code. Select indicators, set conditions, and backtest on 549+ coins with 2+ years of real data.	135	3	2	https://pruviq.com/simulate/	yes
https://pruviq.com/changelog/	200	Changelog - PRUVIQ	18	Complete version history of PRUVIQ's trading system. Every change, every reason, every date.	92	3	2	https://pruviq.com/changelog/	yes
https://pruviq.com/coins/	200	Coin Explorer - PRUVIQ	22	Real-time cryptocurrency market data. Browse 500+ coins with prices, market cap, trading volume, and 7-day price charts. Updated every 15 minutes.	146	3	2	https://pruviq.com/coins/	yes
https://pruviq.com/coins/0g/	200	0G (0G/USDT) - Coin Explorer - PRUVIQ	37	0G (0G/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 0G/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	171	3	4	https://pruviq.com/coins/0gusdt/	yes
https://pruviq.com/coins/0gusdt/	200	0G (0G/USDT) - Coin Explorer - PRUVIQ	37	0G (0G/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 0G/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	171	3	4	https://pruviq.com/coins/0gusdt/	yes
https://pruviq.com/coins/1inch/	200	1INCH (1INCH/USDT) - Coin Explorer - PRUVIQ	43	1INCH (1INCH/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 1INCH/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	180	3	4	https://pruviq.com/coins/1inchusdt/	yes
https://pruviq.com/coins/1inchusdt/	200	1INCH (1INCH/USDT) - Coin Explorer - PRUVIQ	43	1INCH (1INCH/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 1INCH/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	180	3	4	https://pruviq.com/coins/1inchusdt/	yes
https://pruviq.com/coins/1mbabydoge/	200	Baby Doge Coin (1MBABYDOGE/USDT) - Coin Explorer - PRUVIQ	57	Baby Doge Coin (1MBABYDOGE/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 1MBABYDOGE/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	199	3	4	https://pruviq.com/coins/1mbabydogeusdt/	yes
https://pruviq.com/coins/1mbabydogeusdt/	200	Baby Doge Coin (1MBABYDOGE/USDT) - Coin Explorer - PRUVIQ	57	Baby Doge Coin (1MBABYDOGE/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 1MBABYDOGE/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	199	3	4	https://pruviq.com/coins/1mbabydogeusdt/	yes
https://pruviq.com/coins/2z/	200	DoubleZero (2Z/USDT) - Coin Explorer - PRUVIQ	45	DoubleZero (2Z/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 2Z/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	179	3	4	https://pruviq.com/coins/2zusdt/	yes
https://pruviq.com/coins/2zusdt/	200	DoubleZero (2Z/USDT) - Coin Explorer - PRUVIQ	45	DoubleZero (2Z/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 2Z/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	179	3	4	https://pruviq.com/coins/2zusdt/	yes
https://pruviq.com/coins/4/	200	4 (4/USDT) - Coin Explorer - PRUVIQ	35	4 (4/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 4/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	168	3	4	https://pruviq.com/coins/4usdt/	yes
https://pruviq.com/coins/4usdt/	200	4 (4/USDT) - Coin Explorer - PRUVIQ	35	4 (4/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 4/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	168	3	4	https://pruviq.com/coins/4usdt/	yes
https://pruviq.com/coins/42/	200	42 (42/USDT) - Coin Explorer - PRUVIQ	37	42 (42/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 42/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	171	3	4	https://pruviq.com/coins/42usdt/	yes
https://pruviq.com/coins/42usdt/	200	42 (42/USDT) - Coin Explorer - PRUVIQ	37	42 (42/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 42/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	171	3	4	https://pruviq.com/coins/42usdt/	yes
https://pruviq.com/coins/1000bonk/	200	Bonk (1000BONK/USDT) - Coin Explorer - PRUVIQ	45	Bonk (1000BONK/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 1000BONK/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	185	3	4	https://pruviq.com/coins/1000bonkusdt/	yes
https://pruviq.com/coins/1000bonkusdt/	200	Bonk (1000BONK/USDT) - Coin Explorer - PRUVIQ	45	Bonk (1000BONK/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 1000BONK/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	185	3	4	https://pruviq.com/coins/1000bonkusdt/	yes
https://pruviq.com/coins/1000cat/	200	1000CAT (1000CAT/USDT) - Coin Explorer - PRUVIQ	47	1000CAT (1000CAT/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 1000CAT/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	186	3	4	https://pruviq.com/coins/1000catusdt/	yes
https://pruviq.com/coins/1000catusdt/	200	1000CAT (1000CAT/USDT) - Coin Explorer - PRUVIQ	47	1000CAT (1000CAT/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 1000CAT/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	186	3	4	https://pruviq.com/coins/1000catusdt/	yes
https://pruviq.com/coins/1000cheems/	200	Cheems Token (1000CHEEMS/USDT) - Coin Explorer - PRUVIQ	55	Cheems Token (1000CHEEMS/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 1000CHEEMS/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	197	3	4	https://pruviq.com/coins/1000cheemsusdt/	yes
https://pruviq.com/coins/1000cheemsusdt/	200	Cheems Token (1000CHEEMS/USDT) - Coin Explorer - PRUVIQ	55	Cheems Token (1000CHEEMS/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 1000CHEEMS/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	197	3	4	https://pruviq.com/coins/1000cheemsusdt/	yes
https://pruviq.com/coins/1000floki/	200	FLOKI (1000FLOKI/USDT) - Coin Explorer - PRUVIQ	47	FLOKI (1000FLOKI/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 1000FLOKI/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	188	3	4	https://pruviq.com/coins/1000flokiusdt/	yes
https://pruviq.com/coins/1000flokiusdt/	200	FLOKI (1000FLOKI/USDT) - Coin Explorer - PRUVIQ	47	FLOKI (1000FLOKI/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 1000FLOKI/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	188	3	4	https://pruviq.com/coins/1000flokiusdt/	yes
https://pruviq.com/coins/1000lunc/	200	Terra Luna Classic (1000LUNC/USDT) - Coin Explorer - PRUVIQ	59	Terra Luna Classic (1000LUNC/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 1000LUNC/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	199	3	4	https://pruviq.com/coins/1000luncusdt/	yes
https://pruviq.com/coins/1000luncusdt/	200	Terra Luna Classic (1000LUNC/USDT) - Coin Explorer - PRUVIQ	59	Terra Luna Classic (1000LUNC/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 1000LUNC/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	199	3	4	https://pruviq.com/coins/1000luncusdt/	yes
https://pruviq.com/coins/1000pepe/	200	Pepe (1000PEPE/USDT) - Coin Explorer - PRUVIQ	45	Pepe (1000PEPE/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 1000PEPE/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	185	3	4	https://pruviq.com/coins/1000pepeusdt/	yes
https://pruviq.com/coins/1000pepeusdt/	200	Pepe (1000PEPE/USDT) - Coin Explorer - PRUVIQ	45	Pepe (1000PEPE/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 1000PEPE/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	185	3	4	https://pruviq.com/coins/1000pepeusdt/	yes
https://pruviq.com/coins/1000rats/	200	1000RATS (1000RATS/USDT) - Coin Explorer - PRUVIQ	49	1000RATS (1000RATS/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 1000RATS/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	189	3	4	https://pruviq.com/coins/1000ratsusdt/	yes
https://pruviq.com/coins/1000ratsusdt/	200	1000RATS (1000RATS/USDT) - Coin Explorer - PRUVIQ	49	1000RATS (1000RATS/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 1000RATS/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	189	3	4	https://pruviq.com/coins/1000ratsusdt/	yes
https://pruviq.com/coins/1000sats/	200	SATS (Ordinals) (1000SATS/USDT) - Coin Explorer - PRUVIQ	56	SATS (Ordinals) (1000SATS/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 1000SATS/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	196	3	4	https://pruviq.com/coins/1000satsusdt/	yes
https://pruviq.com/coins/1000satsusdt/	200	SATS (Ordinals) (1000SATS/USDT) - Coin Explorer - PRUVIQ	56	SATS (Ordinals) (1000SATS/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 1000SATS/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	196	3	4	https://pruviq.com/coins/1000satsusdt/	yes
https://pruviq.com/coins/1000shib/	200	Shiba Inu (1000SHIB/USDT) - Coin Explorer - PRUVIQ	50	Shiba Inu (1000SHIB/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 1000SHIB/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	190	3	4	https://pruviq.com/coins/1000shibusdt/	yes
https://pruviq.com/coins/1000shibusdt/	200	Shiba Inu (1000SHIB/USDT) - Coin Explorer - PRUVIQ	50	Shiba Inu (1000SHIB/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 1000SHIB/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	190	3	4	https://pruviq.com/coins/1000shibusdt/	yes
https://pruviq.com/coins/1000why/	200	1000WHY (1000WHY/USDT) - Coin Explorer - PRUVIQ	47	1000WHY (1000WHY/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 1000WHY/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	186	3	4	https://pruviq.com/coins/1000whyusdt/	yes
https://pruviq.com/coins/1000whyusdt/	200	1000WHY (1000WHY/USDT) - Coin Explorer - PRUVIQ	47	1000WHY (1000WHY/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 1000WHY/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	186	3	4	https://pruviq.com/coins/1000whyusdt/	yes
https://pruviq.com/coins/1000xec/	200	eCash (1000XEC/USDT) - Coin Explorer - PRUVIQ	45	eCash (1000XEC/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 1000XEC/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	184	3	4	https://pruviq.com/coins/1000xecusdt/	yes
https://pruviq.com/coins/1000xecusdt/	200	eCash (1000XEC/USDT) - Coin Explorer - PRUVIQ	45	eCash (1000XEC/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 1000XEC/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	184	3	4	https://pruviq.com/coins/1000xecusdt/	yes
https://pruviq.com/coins/1000000bob/	200	1000000BOB (1000000BOB/USDT) - Coin Explorer - PRUVIQ	53	1000000BOB (1000000BOB/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 1000000BOB/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	195	3	4	https://pruviq.com/coins/1000000bobusdt/	yes
https://pruviq.com/coins/1000000bobusdt/	200	1000000BOB (1000000BOB/USDT) - Coin Explorer - PRUVIQ	53	1000000BOB (1000000BOB/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 1000000BOB/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	195	3	4	https://pruviq.com/coins/1000000bobusdt/	yes
https://pruviq.com/coins/1000000mog/	200	Mog Coin (1000000MOG/USDT) - Coin Explorer - PRUVIQ	51	Mog Coin (1000000MOG/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 1000000MOG/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	193	3	4	https://pruviq.com/coins/1000000mogusdt/	yes
https://pruviq.com/coins/1000000mogusdt/	200	Mog Coin (1000000MOG/USDT) - Coin Explorer - PRUVIQ	51	Mog Coin (1000000MOG/USDT) trading strategy simulation — backtest BB Squeeze SHORT on 1000000MOG/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	193	3	4	https://pruviq.com/coins/1000000mogusdt/	yes
https://pruviq.com/coins/a/	200	Vaulta (A/USDT) - Coin Explorer - PRUVIQ	40	Vaulta (A/USDT) trading strategy simulation — backtest BB Squeeze SHORT on A/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	173	3	4	https://pruviq.com/coins/ausdt/	yes
https://pruviq.com/coins/a2z/	200	A2Z (A2Z/USDT) - Coin Explorer - PRUVIQ	39	A2Z (A2Z/USDT) trading strategy simulation — backtest BB Squeeze SHORT on A2Z/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	174	3	4	https://pruviq.com/coins/a2zusdt/	yes
https://pruviq.com/coins/a2zusdt/	200	A2Z (A2Z/USDT) - Coin Explorer - PRUVIQ	39	A2Z (A2Z/USDT) trading strategy simulation — backtest BB Squeeze SHORT on A2Z/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	174	3	4	https://pruviq.com/coins/a2zusdt/	yes
https://pruviq.com/coins/aave/	200	Aave (AAVE/USDT) - Coin Explorer - PRUVIQ	41	Aave (AAVE/USDT) trading strategy simulation — backtest BB Squeeze SHORT on AAVE/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	177	3	4	https://pruviq.com/coins/aaveusdt/	yes
https://pruviq.com/coins/aaveusdt/	200	Aave (AAVE/USDT) - Coin Explorer - PRUVIQ	41	Aave (AAVE/USDT) trading strategy simulation — backtest BB Squeeze SHORT on AAVE/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	177	3	4	https://pruviq.com/coins/aaveusdt/	yes
https://pruviq.com/coins/ace/	200	ACE (ACE/USDT) - Coin Explorer - PRUVIQ	39	ACE (ACE/USDT) trading strategy simulation — backtest BB Squeeze SHORT on ACE/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	174	3	4	https://pruviq.com/coins/aceusdt/	yes
https://pruviq.com/coins/aceusdt/	200	ACE (ACE/USDT) - Coin Explorer - PRUVIQ	39	ACE (ACE/USDT) trading strategy simulation — backtest BB Squeeze SHORT on ACE/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	174	3	4	https://pruviq.com/coins/aceusdt/	yes
https://pruviq.com/coins/ach/	200	Alchemy Pay (ACH/USDT) - Coin Explorer - PRUVIQ	47	Alchemy Pay (ACH/USDT) trading strategy simulation — backtest BB Squeeze SHORT on ACH/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	182	3	4	https://pruviq.com/coins/achusdt/	yes
https://pruviq.com/coins/achusdt/	200	Alchemy Pay (ACH/USDT) - Coin Explorer - PRUVIQ	47	Alchemy Pay (ACH/USDT) trading strategy simulation — backtest BB Squeeze SHORT on ACH/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	182	3	4	https://pruviq.com/coins/achusdt/	yes
https://pruviq.com/coins/act/	200	ACT (ACT/USDT) - Coin Explorer - PRUVIQ	39	ACT (ACT/USDT) trading strategy simulation — backtest BB Squeeze SHORT on ACT/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	174	3	4	https://pruviq.com/coins/actusdt/	yes
https://pruviq.com/coins/actusdt/	200	ACT (ACT/USDT) - Coin Explorer - PRUVIQ	39	ACT (ACT/USDT) trading strategy simulation — backtest BB Squeeze SHORT on ACT/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	174	3	4	https://pruviq.com/coins/actusdt/	yes
https://pruviq.com/coins/acx/	200	Across Protocol (ACX/USDT) - Coin Explorer - PRUVIQ	51	Across Protocol (ACX/USDT) trading strategy simulation — backtest BB Squeeze SHORT on ACX/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	186	3	4	https://pruviq.com/coins/acxusdt/	yes
https://pruviq.com/coins/acxusdt/	200	Across Protocol (ACX/USDT) - Coin Explorer - PRUVIQ	51	Across Protocol (ACX/USDT) trading strategy simulation — backtest BB Squeeze SHORT on ACX/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	186	3	4	https://pruviq.com/coins/acxusdt/	yes
https://pruviq.com/coins/ada/	200	Cardano (ADA/USDT) - Coin Explorer - PRUVIQ	43	Cardano (ADA/USDT) trading strategy simulation — backtest BB Squeeze SHORT on ADA/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	178	3	4	https://pruviq.com/coins/adausdt/	yes
https://pruviq.com/coins/adausdt/	200	Cardano (ADA/USDT) - Coin Explorer - PRUVIQ	43	Cardano (ADA/USDT) trading strategy simulation — backtest BB Squeeze SHORT on ADA/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	178	3	4	https://pruviq.com/coins/adausdt/	yes
https://pruviq.com/coins/aergo/	200	Aergo (AERGO/USDT) - Coin Explorer - PRUVIQ	43	Aergo (AERGO/USDT) trading strategy simulation — backtest BB Squeeze SHORT on AERGO/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	180	3	4	https://pruviq.com/coins/aergousdt/	yes
https://pruviq.com/coins/aergousdt/	200	Aergo (AERGO/USDT) - Coin Explorer - PRUVIQ	43	Aergo (AERGO/USDT) trading strategy simulation — backtest BB Squeeze SHORT on AERGO/USDT with 2+ years of data. See entry/exit signals, win rate, and profit factor. Free on PRUVIQ.	180	3	4	https://pruviq.com/coins/aergousdt/	yes
